date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:19:03	85364/85364	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202024%2008:49:36%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09246c.html	(from )
14:19:03	1163/1163	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Feb%202024%2008:49:37%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/robots.txt		(from )
14:19:04	7942/7942	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/style.css	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/style.css	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:04	1090/1090	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/default.css	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/default.css	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:04	4068/4068	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/main.css	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/main.css	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:05	59/59	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/jquery.ui.all.css	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/jquery.ui.all.css	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:05	14845/14845	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/jquery-ui-1.10.0.custom.css	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/css/jquery-ui-1.10.0.custom.css	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:06	24752/24752	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/mm_menu.js	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/mm_menu.js	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:07	45821/45821	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/jquery-ui-1.10.0.custom.js	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/jquery-ui-1.10.0.custom.js	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
14:19:07	143880/143880	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202023%2010:20:08%20GMT	https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/jquery-1.9.0.js	C:/My%20Web%20Sites/bb/crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/js/jquery-1.9.0.js	(from https://crsorgi.gov.in.web.index.php.auth.viewcert.info/birthCertificate/view/B/bWF4VExRZc9GTnhBwkhtZTNrdWhUZz09?id=ODI1NTQ=%3D%3D)
